schemaVersion,recordType,title,authors,paper_url,github_url,github_stars,published_date,updated_date,source,collected_at
1.0,RESEARCH_PAPER,MLLMCLIP: Feature-Level Distillation of MLLM for Robust Vision-Language Representations,"Jongsuk Kim, Qiyu Wu, Zhuoyuan Mao, Hiromi Wakaki, Junmo Kim, Yuki Mitsufuji",http://arxiv.org/abs/2608.25575v1,,,2026-08-26T09:37:29Z,2026-08-26T09:37:29Z,arXiv,2026-08-27T17:14:10.477844+00:00
1.0,RESEARCH_PAPER,ConfAL-WM: Confidence-Guided Active Learning for Action-Conditioned World Models,"Xiang Liu, Sen Cui, Changshui Zhang",http://arxiv.org/abs/2608.25572v1,,,2026-08-26T09:29:08Z,2026-08-26T09:29:08Z,arXiv,2026-08-27T17:14:11.832533+00:00
1.0,RESEARCH_PAPER,Controllable Affective Generation via Latent Vector Steering,"Xixian Yong, Siyuan Chang, Yingying Zhang, Xian Wu, Xiao Zhou",http://arxiv.org/abs/2608.25569v1,,,2026-08-26T09:23:50Z,2026-08-26T09:23:50Z,arXiv,2026-08-27T17:14:13.257493+00:00
1.0,RESEARCH_PAPER,CrossMambaTuning: Synergistic Spatial and Cross-Layer Adaptation for Machine Vision Compression,"Haobo Xiong, Shaobo Liu, Kai Liu, Chongyang Ding",http://arxiv.org/abs/2608.25568v1,,,2026-08-26T09:20:57Z,2026-08-26T09:20:57Z,arXiv,2026-08-27T17:14:14.964266+00:00
1.0,RESEARCH_PAPER,Physics-Informed Foresight Pruning for Sparse PINN Solvers of Nonlinear PDEs,"Ahmad Ishaque Karimi, Uvini Balasuriya Mudiyanselage, Kookjin Lee",http://arxiv.org/abs/2608.25564v1,,,2026-08-26T09:16:24Z,2026-08-26T09:16:24Z,arXiv,2026-08-27T17:15:23.631477+00:00
1.0,RESEARCH_PAPER,AdaVDR: Adaptive Tool Use and Reflection for Video Deep Research,"Xintong Zhang, Xiaomeng Fan, Shilin Yan, Ekko He, Zicheng Liu, Zijian Zou, Guannan Zhang, Yuwei Wu, Zhi Gao, Hongwei Xue",http://arxiv.org/abs/2608.25559v1,,,2026-08-26T09:07:51Z,2026-08-26T09:07:51Z,arXiv,2026-08-27T17:15:25.406698+00:00
1.0,RESEARCH_PAPER,When Stale Constraints Go Unchecked: Budgeted Verification Failures in Inherited Agent Memory,Kazuki Nakayashiki,http://arxiv.org/abs/2608.25553v1,,,2026-08-26T09:04:21Z,2026-08-26T09:04:21Z,arXiv,2026-08-27T17:15:26.819856+00:00
1.0,RESEARCH_PAPER,A Hybrid Usability Approach for Rating Evaluation of M-Commerce Applications,"Ahmad Ibtisam, Bilal Khan, Arshad Ali",http://arxiv.org/abs/2608.25550v1,https://github.com/Aryia-Behroziuan/References,66,2026-08-26T09:02:21Z,2026-08-26T09:02:21Z,arXiv,2026-08-27T17:15:28.403236+00:00
1.0,RESEARCH_PAPER,A Tendon-Driven Five-Fingered Hand with Distributed Tactile Perception for Dexterous Manipulation,"Huayang Chen, Longhui Qin",http://arxiv.org/abs/2608.25547v1,,,2026-08-26T09:01:36Z,2026-08-26T09:01:36Z,arXiv,2026-08-27T17:15:30.057197+00:00
1.0,RESEARCH_PAPER,Goodput Maximization for Large Language Model Edge Inference: A Two-Phase Maskable PPO Approach,"Xiaojing Chen, Qi Zhang, Wei Ni, Shunqing Zhang, Yanzan Sun",http://arxiv.org/abs/2608.25543v1,,,2026-08-26T08:55:37Z,2026-08-26T08:55:37Z,arXiv,2026-08-27T17:15:31.875859+00:00
1.0,RESEARCH_PAPER,Syn2Logic: End-to-End Neuromorphic Design Automation,Artur Podobas,http://arxiv.org/abs/2608.25536v1,,,2026-08-26T08:49:02Z,2026-08-26T08:49:02Z,arXiv,2026-08-27T17:15:33.389541+00:00
1.0,RESEARCH_PAPER,Agentic Game Development as a Verifiable Trajectory Data Engine for Scaling World Models,"Pengfei Zhou, Hexin Wang, Zhengfeiyang Zhang, Yixing Ma, Zhenglin Wan, Kaipeng Zhang, Wangbo Zhao, Yang You",http://arxiv.org/abs/2608.25518v1,,,2026-08-26T08:28:39Z,2026-08-26T08:28:39Z,arXiv,2026-08-27T17:15:34.961401+00:00
1.0,RESEARCH_PAPER,CaSKG: Counterfactual-Causal Skill Graphs for Scalable Agent Skill Retrieval,"Zhiyuan Li, Linyuan Gao, Xuechun Ding, Hongwei Chen, Yuan Wu, Yi Chang",http://arxiv.org/abs/2608.25500v1,https://github.com/ZhiyuanLi218/Caskg,0,2026-08-26T08:12:41Z,2026-08-26T08:12:41Z,arXiv,2026-08-27T17:15:36.463011+00:00
1.0,RESEARCH_PAPER,Pose-Anchored Optical Flow for Low-Latency Human Action Anticipation in Human-Robot Teaming,"Lewis de Zoete Grundy, Chris McCarthy, Christopher Fluke",http://arxiv.org/abs/2608.25495v1,,,2026-08-26T08:07:19Z,2026-08-26T08:07:19Z,arXiv,2026-08-27T17:15:38.114824+00:00
1.0,RESEARCH_PAPER,MMJailBench: A Factorized Benchmark for Disentangling Multimodal Jailbreak Vulnerabilities,"Tianshi Wang, Jingsong Wang, Yafei Huang, Fengling Li, Xin Li, Lei Zhu",http://arxiv.org/abs/2608.25490v1,,,2026-08-26T08:03:55Z,2026-08-26T08:03:55Z,arXiv,2026-08-27T17:15:39.546322+00:00
1.0,RESEARCH_PAPER,PonsRAG: A Pons-Inspired RAG Bridging Cognitive Islands for Coordinated Long Narrative Reasoning,"Rongchen Zhao, Yu Chen, Juyuan Wang, Zhouting Mo, Jianxing Yu, Wenqing Chen, Jingping Liu",http://arxiv.org/abs/2608.25486v1,,,2026-08-26T07:55:44Z,2026-08-26T07:55:44Z,arXiv,2026-08-27T17:16:48.171982+00:00
1.0,RESEARCH_PAPER,DeCO: Discriminative Evidence Composition for Fine-Grained Dataset Distillation,"Chuixuan Fan, Guang Li, Shijie Wang, Dongzhan Zhou, Baoli Sun, Takahiro Ogawa, Miki Haseyama, Zhihui Wang",http://arxiv.org/abs/2608.25480v1,,,2026-08-26T07:52:27Z,2026-08-26T07:52:27Z,arXiv,2026-08-27T17:16:50.230895+00:00
1.0,RESEARCH_PAPER,4DStreamCtrl: Interactive Video Generation with Online 4D Control,"Shiqian Li, Chenguo Lin, Zhiguang Liu, Yu Tang, Jiarong Ou, Rui Chen, Yixin Zhu",http://arxiv.org/abs/2608.25479v1,,,2026-08-26T07:49:39Z,2026-08-26T07:49:39Z,arXiv,2026-08-27T17:16:51.699876+00:00
1.0,RESEARCH_PAPER,Homo-RAG: Homology-Guided Retrieval-Augmented Generation for Cross-Species Gene Function Prediction,Azrin Sultana,http://arxiv.org/abs/2608.25466v1,,,2026-08-26T07:33:07Z,2026-08-26T07:33:07Z,arXiv,2026-08-27T17:16:53.173988+00:00
1.0,RESEARCH_PAPER,Automatic weld seam segmentation for industrial quality control: a comparison of RGB and polarimetric imaging with CNN and transformer architectures,"Simone Garbin, Leonardo Venturoso, Marco Todescato",http://arxiv.org/abs/2608.25465v1,,,2026-08-26T07:32:43Z,2026-08-26T07:32:43Z,arXiv,2026-08-27T17:16:54.723607+00:00
1.0,RESEARCH_PAPER,Training Alignment Auditors via Reinforcement Learning,"Paul Rosu, Rowan Wang",http://arxiv.org/abs/2608.25460v1,,,2026-08-26T07:28:09Z,2026-08-26T07:28:09Z,arXiv,2026-08-27T17:16:56.128478+00:00
1.0,RESEARCH_PAPER,MACGen: Toward Functionally Correct and Secure Code Generation via Multi-Agent Collaboration,"Miseon Yu, Jaehoon Choi, Younghan Lee, Yunheung Paek",http://arxiv.org/abs/2608.25457v1,https://github.com/Mishuni/macgen-secure-code,0,2026-08-26T07:21:56Z,2026-08-26T07:21:56Z,arXiv,2026-08-27T17:16:57.780952+00:00
1.0,RESEARCH_PAPER,VGA-BenchV2: An Expanded Unified Benchmark and Multi-Model Framework for Evaluating Video Aesthetics and Generation Quality,"Longteng Jiang, DanDan Zheng, Qianqian Qiao, Heng Huang, Huaye Wang, Yihang Bo, Bao Peng, Jingdong Chen, Jun Zhou, Xin Jin",http://arxiv.org/abs/2608.25452v1,,,2026-08-26T07:16:46Z,2026-08-26T07:16:46Z,arXiv,2026-08-27T17:16:59.334878+00:00
1.0,RESEARCH_PAPER,"MathAdv: What Theorem Provers Know, Reason, Formalize, and Generalize","Jiaxin Yuan, Connor Martinez Lockhart, Xiaoyu Liu, Jiaqi Wang, Chenghao Deng, Xiayimei Han, Vlasios Mastrantonis, Dmitrii Gudin, Shaopeng Zhu, Abdirisak Abdullahi Mohamed, Bilal Hamdi Aytekin, Jiewen Lang, Zezheng Song, Furong Huang",http://arxiv.org/abs/2608.25449v1,,,2026-08-26T07:12:54Z,2026-08-26T07:12:54Z,arXiv,2026-08-27T17:17:00.839945+00:00
1.0,RESEARCH_PAPER,Saliency-Depth Conditioning for Zero-Shot Segmentation of Communication-Tower Components in Cluttered UAV Imagery,"Ali Lesani, Chul Min Yeum, Su-Min Kang",http://arxiv.org/abs/2608.25435v1,,,2026-08-26T06:47:36Z,2026-08-26T06:47:36Z,arXiv,2026-08-27T17:17:02.245949+00:00
1.0,RESEARCH_PAPER,Distance Is Not Enough: Forget-Retain Alignment Gap Predicts LLM Relearning Robustness,"Yi Chen, Hanna Hsieh, Shuhong Liu, Chuanbo Hua, Zihan Ma, Kun Wang, Joo-Young Kim",http://arxiv.org/abs/2608.25429v1,,,2026-08-26T06:39:49Z,2026-08-26T06:39:49Z,arXiv,2026-08-27T17:17:03.911784+00:00
1.0,RESEARCH_PAPER,DCGC: Draft-Conditioned Global Correction for Complex Reasoning with Masked Diffusion Models,"Minhae Oh, Nakyung Lee, Jungwoo Lee",http://arxiv.org/abs/2608.25428v1,,,2026-08-26T06:35:26Z,2026-08-26T06:35:26Z,arXiv,2026-08-27T17:18:12.576035+00:00
1.0,RESEARCH_PAPER,RotDroid: Cross-Orientation State Equivalence Testing for Detecting GUI Rotation Bugs in Android Apps,"Mengdi Qin, Bo Jiang",http://arxiv.org/abs/2608.25425v1,,,2026-08-26T06:30:21Z,2026-08-26T06:30:21Z,arXiv,2026-08-27T17:18:14.255022+00:00
1.0,RESEARCH_PAPER,Paint What You See: Benchmarking Dexterous Visual Tool Use in Multimodal Agents,"Shudong Liu, Dongyang Chen, Enci Zhang, Jinwei Liang, Zheng Ma, Lewei Lu",http://arxiv.org/abs/2608.25417v1,https://github.com/OOOHS/EASEL,0,2026-08-26T06:19:28Z,2026-08-26T06:19:28Z,arXiv,2026-08-27T17:18:15.802452+00:00
1.0,RESEARCH_PAPER,Token-Oriented Semantic Communication with Pretrained Vision Transformers,"Jiwoong Im, Minwoo Kim, Jaeho Lee, Yo-Seb Jeon, Yongjune Kim",http://arxiv.org/abs/2608.25410v1,,,2026-08-26T06:13:45Z,2026-08-26T06:13:45Z,arXiv,2026-08-27T17:18:17.237779+00:00
1.0,RESEARCH_PAPER,"PIVOT: A Multi-Trajectory Dataset and Testbed for Pose, Intrinsics, and Novel Viewpoint Evaluation in Real-World 3D Reconstruction",Mary Raymond,http://arxiv.org/abs/2608.25401v1,,,2026-08-26T06:02:32Z,2026-08-26T06:02:32Z,arXiv,2026-08-27T17:18:18.667848+00:00
1.0,RESEARCH_PAPER,Can your AI agent be cheaper? Investigating the effects of task specifications on token spend in agentic coding tasks,Jakub Smékal,http://arxiv.org/abs/2608.25399v1,,,2026-08-26T05:58:12Z,2026-08-26T05:58:12Z,arXiv,2026-08-27T17:18:20.125473+00:00
1.0,RESEARCH_PAPER,Refusal geometry reflects refusal training: diverse refusal prefixes can raise stable rank and weaken refusal vector ablation attacks,Andrey Labunets,http://arxiv.org/abs/2608.25390v1,,,2026-08-26T05:35:54Z,2026-08-26T05:35:54Z,arXiv,2026-08-27T17:18:21.470337+00:00
1.0,RESEARCH_PAPER,Q&A or Document-Based? The Effects of Interface Type on How Screen Reader Users Access Interconnected Documents,"Colleen F. Cipriano, Yichun Zhao, Miguel A. Nacenta, Kotaro Hara, Jaylee Soh",http://arxiv.org/abs/2608.25382v1,,,2026-08-26T05:16:44Z,2026-08-26T05:16:44Z,arXiv,2026-08-27T17:18:22.963273+00:00
1.0,RESEARCH_PAPER,Adaptive Triggering for Bias Correction in LLM Reasoning,"Nayoung Kim, Mickey Mancenido, Huan Liu",http://arxiv.org/abs/2608.25379v1,,,2026-08-26T05:08:35Z,2026-08-26T05:08:35Z,arXiv,2026-08-27T17:18:24.704550+00:00
1.0,RESEARCH_PAPER,CRAMER: Control via Request-Aware Masking for Editing Recommenders,"Zhiyuan Julian Su, Naihe Feng, Zhen Luther Qin, Ga Wu",http://arxiv.org/abs/2608.25370v1,,,2026-08-26T04:43:23Z,2026-08-26T04:43:23Z,arXiv,2026-08-27T17:18:26.144849+00:00
1.0,RESEARCH_PAPER,Where vs What: Decomposing Structural and Content Failures in LLM-Generated Structured Outputs,"Yiwei Zhang, Chengke Wu, Li Wang, Jianqiang Li",http://arxiv.org/abs/2608.25358v1,,,2026-08-26T04:32:06Z,2026-08-26T04:32:06Z,arXiv,2026-08-27T17:18:27.878577+00:00
1.0,RESEARCH_PAPER,Escaping Low-Dimensional Overlap: Multi-Task Model Merging via High-Dimensional Sparse Disentanglement,"Yihang Zhang, Shengke Sun, Junjie Wen, Feng Zeng",http://arxiv.org/abs/2608.25354v1,,,2026-08-26T04:16:31Z,2026-08-26T04:16:31Z,arXiv,2026-08-27T17:19:36.785997+00:00
1.0,RESEARCH_PAPER,CoRE: Weakly Supervised Coarse-to-Fine Risk Evidence Learning in Driving Videos,"Kaiser Hamid, Can Cui, Nade Liang",http://arxiv.org/abs/2608.25344v1,,,2026-08-26T04:01:31Z,2026-08-26T04:01:31Z,arXiv,2026-08-27T17:19:38.985558+00:00
1.0,RESEARCH_PAPER,Learning What to Share and What to Personalize: Hierarchical Strategy Co-Evolution for Agent Memory,"Yupeng Han, Shuochen Liu, Kai Zhang, Ze Liu, Zhihong Pan, Xianquan Wang",http://arxiv.org/abs/2608.25329v1,https://github.com/gege-circle/.github,1985,2026-08-26T03:24:52Z,2026-08-26T03:24:52Z,arXiv,2026-08-27T17:19:41.682982+00:00
1.0,RESEARCH_PAPER,Neither Precision Nor Architecture Alone: Controlled Tests of Failure Remedies for Physics-Informed Neural Networks,"Jinyuan Zhang, Peng He, He Hu, Yin Yuan, ShengShuo Jiao",http://arxiv.org/abs/2608.25327v1,,,2026-08-26T03:20:24Z,2026-08-26T03:20:24Z,arXiv,2026-08-27T17:19:43.245820+00:00
1.0,RESEARCH_PAPER,FinRiskAtlas: Decision-Aligned Evaluation of Large Language Models for Financial Risk Review,"Suyang Zhong, Jingzhe Zhu, Qi Xu, Liyao Sun, Yin Wang, Qingqing Sun, Shuai Chen, Tianyi Zhang",http://arxiv.org/abs/2608.25325v1,,,2026-08-26T03:13:15Z,2026-08-26T03:13:15Z,arXiv,2026-08-27T17:19:44.882963+00:00
1.0,RESEARCH_PAPER,LLMscope: Extracting LLM Assets from Edge AI Chips via Optical Probing,"Dev Mehta, Lily Dukette, William Folan, Olivia Kochol, Noah Solomon, Shahin Tajik, Fatemeh Ganji",http://arxiv.org/abs/2608.25321v1,,,2026-08-26T03:06:12Z,2026-08-26T03:06:12Z,arXiv,2026-08-27T17:19:46.323350+00:00
1.0,RESEARCH_PAPER,InsightSR: Refining Symbolic Regression Search Spaces via Parallel Semantic and Structural LLM Guidance,"Yating Ling, Wenjing Cun, Zhitang Chen",http://arxiv.org/abs/2608.25291v1,,,2026-08-26T02:04:20Z,2026-08-26T02:04:20Z,arXiv,2026-08-27T17:19:47.760481+00:00
1.0,RESEARCH_PAPER,Combining Self-Embedding Audio Watermarking with Ultra-Low-Bitrate Neural Codecs,"Yigitcan Özer, Xin Wang, Zhe Zhang, Junichi Yamagishi",http://arxiv.org/abs/2608.25289v1,,,2026-08-26T01:55:15Z,2026-08-26T01:55:15Z,arXiv,2026-08-27T17:19:49.089529+00:00
1.0,RESEARCH_PAPER,BixBench3: Benchmarking AI agents on research-study-scale computational biology tasks,"Zane Koch, Asmamaw T. Wassie, Javier Valdes-Aleman, Jason Lee, Michaela M. Hinks, Samuel G. Rodriques, Andrew D. White, Jon M. Laurent",http://arxiv.org/abs/2608.25286v1,,,2026-08-26T01:45:55Z,2026-08-26T01:45:55Z,arXiv,2026-08-27T17:19:50.523382+00:00
1.0,RESEARCH_PAPER,A Training-Free Proactive Defense Against Partial Speech Manipulation via Self-Embedding Steganography,"Yigitcan Özer, Zhe Zhang, Wanying Ge, Xin Wang, Junichi Yamagishi",http://arxiv.org/abs/2608.25285v1,,,2026-08-26T01:45:35Z,2026-08-26T01:45:35Z,arXiv,2026-08-27T17:19:51.937079+00:00
1.0,RESEARCH_PAPER,Generative Action-Chunk Sampling for Adaptive Stiffness Control in Physical Human-Robot Collaboration,"Aoi Otake, Ferdinand Hartmann, Ko Igari, Shingo Murata",http://arxiv.org/abs/2608.25284v1,,,2026-08-26T01:44:11Z,2026-08-26T01:44:11Z,arXiv,2026-08-27T17:19:53.387825+00:00
1.0,RESEARCH_PAPER,SHSP: Structure-Aware Hierarchical Solution Prediction for Mixed-Integer Linear Programming,"Zherong Zhang, Guanlin Li, Chengrui Gao, Haopu Shang, Ke Xue, Jixiang Lu, Weiyong Yang, Chao Qian",http://arxiv.org/abs/2608.25282v1,,,2026-08-26T01:41:45Z,2026-08-26T01:41:45Z,arXiv,2026-08-27T17:21:01.879700+00:00
1.0,RESEARCH_PAPER,Routed Graph Handoff: Adaptive Format Selection for Multi-Agent LLM Delegation,"Pratyay Banerjee, Ankit Chadha",http://arxiv.org/abs/2608.25277v1,,,2026-08-26T01:24:34Z,2026-08-26T01:24:34Z,arXiv,2026-08-27T17:21:03.745130+00:00
1.0,RESEARCH_PAPER,PhaseShift: Topology-Aware Data Harmonization and Model Consolidation Across Signalized Intersections,"Yash Ranjan, Artur Kumik, Rahul Sengupta, Anand Rangarajan, Sanjay Ranka",http://arxiv.org/abs/2608.25275v1,,,2026-08-26T01:22:49Z,2026-08-26T01:22:49Z,arXiv,2026-08-27T17:21:05.165661+00:00
1.0,RESEARCH_PAPER,Hierarchical MoE for Multi-Modal ILD Diagnosis,"Alec K. Peltekian, Gorkem Durak, Halil Ertugrul Aktas, Carrie Lynn Richardson, Mary Carns, Kathleen Aren, GR Scott Budinger, Anthony J. Esposito, Alexander Misharin, Alok Nidhi Choudhary, Ankit Agrawal, Ulas Bagci",http://arxiv.org/abs/2608.25261v1,,,2026-08-26T00:53:55Z,2026-08-26T00:53:55Z,arXiv,2026-08-27T17:21:06.803534+00:00
1.0,RESEARCH_PAPER,Neural-Bayesian Structure Learning for Discrete Choice Modeling,"Hyunsoo Yun, Eun Hak Lee, Jiaru Zhang, Ziran Wang, Eui-Jin Kim",http://arxiv.org/abs/2608.25258v1,,,2026-08-26T00:42:54Z,2026-08-26T00:42:54Z,arXiv,2026-08-27T17:21:08.177797+00:00
1.0,RESEARCH_PAPER,"What Do Medical Vision-Language Models Learn in Radiology? Transfer, Alignment, and Source-Proxy Leakage Under Distribution Shift","Ayoub Louaye Bouaziz, Lokmane Chebouba, Yassine Himeur",http://arxiv.org/abs/2608.25251v1,,,2026-08-26T00:19:45Z,2026-08-26T00:19:45Z,arXiv,2026-08-27T17:21:09.670245+00:00
1.0,RESEARCH_PAPER,A Few Pages of Markdown: Committed AI Configuration and Lower Quality Cost after Coding-Agent Adoption,"Yegor Denisov-Blanch, Shyam Agarwal, Pavel Azaletskiy, Hao He, Rylan Schaeffer, Brando Miranda, Bogdan Vasilescu, Sanmi Koyejo",http://arxiv.org/abs/2608.25241v1,,,2026-08-26T00:00:48Z,2026-08-26T00:00:48Z,arXiv,2026-08-27T17:21:11.309104+00:00
1.0,RESEARCH_PAPER,"Rare Diseases, Common Dilemmas: LLMs Prioritize Equal Resource Distribution over Patient Benefit in Decision-Making","Minda Zhao, Xu Han, Rishabh Goel, Maya Dagan, Noa Dagan, Adithya Madduri, Payal Chandak, Shilpa Nadimpalli Kobren, Isaac S. Kohane",http://arxiv.org/abs/2608.25236v1,,,2026-08-25T23:54:22Z,2026-08-25T23:54:22Z,arXiv,2026-08-27T17:21:12.947177+00:00
1.0,RESEARCH_PAPER,Output Dilution: Redundant but Fragile Representations in MoE Models,Orion Reblitz-Richardson,http://arxiv.org/abs/2608.25231v1,,,2026-08-25T23:41:07Z,2026-08-25T23:41:07Z,arXiv,2026-08-27T17:21:14.409990+00:00
1.0,RESEARCH_PAPER,FLARE: Verifying MILP Reformulations with LLM-Based Theorem Proving,"Henry Robbins, Connor Lawless, Madeleine Udell, Ellen Vitercik",http://arxiv.org/abs/2608.25220v1,https://github.com/henryrobbins/flare,4,2026-08-25T23:19:41Z,2026-08-25T23:19:41Z,arXiv,2026-08-27T17:21:15.904257+00:00
1.0,RESEARCH_PAPER,"LLM-Driven, Datasheet-Aware Automated Hardware Compatibility Verification for Early-Stage, Pre-Schematic Embedded System Design","Haotian Qiao, Robert P. Dick",http://arxiv.org/abs/2608.25217v1,,,2026-08-25T23:12:48Z,2026-08-25T23:12:48Z,arXiv,2026-08-27T17:21:17.393432+00:00
1.0,RESEARCH_PAPER,"Federation Is Nearly Free, Reasoning Is Not: Tradeoffs for AI Co-Scientists in Protein Characterization Workflows","Maia Kapur, Timothy Boe, Abby Jerger, Paul Rigor",http://arxiv.org/abs/2608.25215v1,,,2026-08-25T23:11:14Z,2026-08-25T23:11:14Z,arXiv,2026-08-27T17:22:25.810371+00:00
1.0,RESEARCH_PAPER,SPECMINE: A Large-Scale Corpus of Spec-Driven Development Artifacts,"Shyam Agarwal, Bogdan Vasilescu",http://arxiv.org/abs/2608.25202v1,,,2026-08-25T22:43:30Z,2026-08-25T22:43:30Z,arXiv,2026-08-27T17:22:27.487638+00:00
1.0,RESEARCH_PAPER,Learning Mixtures of Plackett-Luce Models for Multi-Objective Alignment,"Dongyue Li, Ziniu Zhang, Lu Wang, Hongyang R. Zhang",http://arxiv.org/abs/2608.25200v1,https://github.com/zhaozb08/MixPL-SPO,2,2026-08-25T22:42:37Z,2026-08-25T22:42:37Z,arXiv,2026-08-27T17:22:28.952106+00:00
1.0,RESEARCH_PAPER,Hyperbolic Latent Geometry for Tree-Structured Prototype Networks: A Local-vs-Global Trade-off,"Peter Flo, Luca Grossmann",http://arxiv.org/abs/2608.25199v1,,,2026-08-25T22:42:20Z,2026-08-25T22:42:20Z,arXiv,2026-08-27T17:22:30.339782+00:00
1.0,RESEARCH_PAPER,Tunable Tool-Call Rates in LLM Agents via Representation Steering,"Yuqi Chen, Vincent Siu, Yang Liu, Dawn Song, Chenguang Wang",http://arxiv.org/abs/2608.25198v1,,,2026-08-25T22:35:18Z,2026-08-25T22:35:18Z,arXiv,2026-08-27T17:22:31.999545+00:00
1.0,RESEARCH_PAPER,Self-Explanation Tutor for Active Study of CS1 Worked Examples,"Arun-Balajiee Lekshmi-Narayanan, Mohammad Hassany, Kamil Akhuseyinoglu, Rully Hendrawan, Peter Brusilovsky",http://arxiv.org/abs/2608.25180v1,,,2026-08-25T21:54:47Z,2026-08-25T21:54:47Z,arXiv,2026-08-27T17:22:33.438556+00:00
1.0,RESEARCH_PAPER,Lightweight Machine Learning-Driven Monocular Sidewalk Path Extraction for Embedded Micromobility Navigation,"Lkhanaajav Mijiddorj, Yang Yan, Tyler Beringer, Bilguunzaya Mijiddorj, Alex N. Ho, Bin Xu, Binbin Weng",http://arxiv.org/abs/2608.25178v1,,,2026-08-25T21:49:18Z,2026-08-25T21:49:18Z,arXiv,2026-08-27T17:22:35.276886+00:00
1.0,RESEARCH_PAPER,AudioLens: Multi-Perspective Speech Clustering with Reasoning Audio-Language Models,"Wenjun Huang, Qiaosong Chu, Tiger Shao, Pengfei Zhang, Yutong Song, Hanning Chen, Yezi Liu, Weiyi Wu, SungHeon Jeong, Ryozo Masukawa, Sanggeon Yun, Yang Ni, Jiang Gui, Mohsen Imani",http://arxiv.org/abs/2608.25177v1,,,2026-08-25T21:47:57Z,2026-08-25T21:47:57Z,arXiv,2026-08-27T17:22:36.709138+00:00
1.0,RESEARCH_PAPER,Bayesian Flow Networks for Offline Trajectory Planning,"Ludvig Killingberg, Helge Langseth",http://arxiv.org/abs/2608.25163v1,,,2026-08-25T21:19:35Z,2026-08-25T21:19:35Z,arXiv,2026-08-27T17:22:38.274774+00:00
1.0,RESEARCH_PAPER,FuzzingBrain-Bench V1: Evaluating Open-Ended Bug Discovery by LLMs,"Ze Sheng, Aleksandar Kezic, Zhicheng Chen, Jeff Huang",http://arxiv.org/abs/2608.25158v1,,,2026-08-25T21:09:20Z,2026-08-25T21:09:20Z,arXiv,2026-08-27T17:22:39.782333+00:00
1.0,RESEARCH_PAPER,Belief Cascades Drive Persuasion in LLM Agent Networks,"Haoyi Qiu, Genglin Liu, Pranav Narayanan Venkit, Kung-Hsiang Huang, Saadia Gabriel, Chien-Sheng Wu, Nanyun Peng",http://arxiv.org/abs/2608.25152v1,,,2026-08-25T21:01:19Z,2026-08-25T21:01:19Z,arXiv,2026-08-27T17:22:41.835951+00:00
1.0,RESEARCH_PAPER,Can You Trust Frozen Hematology Foundation Models under Acquisition Shift?,"Jai Kumar Sharma, Peeyush Tapadiya",http://arxiv.org/abs/2608.25148v1,,,2026-08-25T20:55:57Z,2026-08-25T20:55:57Z,arXiv,2026-08-27T17:23:50.494554+00:00
1.0,RESEARCH_PAPER,SkyDrive: Learning to Drive in a New City from Aerial Traffic Monitoring,"Weijiang Xiong, Lan Feng, Alexandre Alahi, Nikolas Geroliminis",http://arxiv.org/abs/2608.25142v1,,,2026-08-25T20:47:09Z,2026-08-25T20:47:09Z,arXiv,2026-08-27T17:23:52.199687+00:00
1.0,RESEARCH_PAPER,Drift Variation Autoencoder: Unifying Generation and Representation Learning through Conditional Posterior Flow Matching,Jiarui Cao,http://arxiv.org/abs/2608.25138v1,,,2026-08-25T20:38:50Z,2026-08-25T20:38:50Z,arXiv,2026-08-27T17:23:53.677833+00:00
1.0,RESEARCH_PAPER,When Does Context Routing Help? A Systematic Study of Multi-Modal Fusion in Time Series Forecasting,"Ruizhe Zhou, Gaoyuan Du, Xiaoyang Liu, Haoqi Yao, Deepayan Chakrabarti, Jiating Lin, Yixuan Shen",http://arxiv.org/abs/2608.25128v1,https://github.com/Sfedfcv/redesigned-pancake,260,2026-08-25T20:25:49Z,2026-08-25T20:25:49Z,arXiv,2026-08-27T17:23:55.275802+00:00
